tender_no,agency,category,award_date,fiscal_year,procurement_type,is_ett,n_rows,n_suppliers,awarded_amt,near_threshold,round_amount,high_share_incumbent,dominant_supplier_category,score,reasons
SCB000ETT25000012,Science Centre Board,other,2025-05-21,FY2025,ETT,True,1,1,168910.0,False,False,False,False,0.0,
CCYNYCETT24000021,"Ministry of Culture, Community and Youth - National Youth Council",other,2025-05-21,FY2025,ETT,True,1,1,32800.0,False,False,False,False,0.0,
LTA000ETT24000051,Land Transport Authority,construction,2025-05-21,FY2025,ETT,True,1,1,282952358.0,False,False,False,False,0.0,
INDHCIETT25000003,Hwa Chong Institution,other,2025-05-21,FY2025,ETT,True,1,1,109000.0,False,False,False,False,0.0,
MHA00003000023474,Ministry of Home Affairs - Ministry Headquarter 1,other,2025-05-21,FY2025,(no code),False,1,1,644200.0,False,False,False,False,0.0,
RPO000ETT25000001,Republic Polytechnic,other,2025-05-21,FY2025,ETT,True,1,1,701399.97,False,False,False,False,0.0,
HDB000ETT24000256,Housing and Development Board,construction,2025-05-21,FY2025,ETT,True,1,1,681963.0,False,False,False,False,0.0,
SFA000ETT25000003,Singapore Food Agency,other,2025-05-22,FY2025,ETT,True,1,1,58400.0,False,False,False,False,0.0,
SLA000ETT25000002,Singapore Land Authority,other,2025-05-22,FY2025,ETT,True,2,2,5198813.0,False,False,False,False,0.0,
ITA000ETT25000001,Ministry of Digital Development and Information,IT,2025-05-22,FY2025,ETT,True,1,1,19328000.0,False,False,False,False,0.0,
SCB000ETT25000003,Science Centre Board,construction,2025-05-22,FY2025,ETT,True,1,1,150250.0,False,False,False,False,0.0,
FOR000ETT25000020,Ministry of Foreign Affairs,cleaning/facilities,2025-05-22,FY2025,ETT,True,1,1,57876.48,False,False,False,False,0.0,
TRADOSETT25000002,Ministry of Trade & Industry-Department of Statistics,IT,2025-05-23,FY2025,ETT,True,1,1,1845000.0,False,False,False,False,0.0,
NPO000ETT25000007,Ngee Ann Polytechnic,other,2025-05-23,FY2025,ETT,True,1,1,417060.0,False,False,False,False,0.0,
HSA000ETT25000016,Health Sciences Authority,IT,2025-05-23,FY2025,ETT,True,1,1,377322.4,False,False,False,False,0.0,
ITE000ETT25000007,Institute of Technical Education,IT,2025-05-23,FY2025,ETT,True,1,1,220664.65,False,False,False,False,0.0,
HDB000ETT24000271,Housing and Development Board,construction,2025-05-23,FY2025,ETT,True,1,1,119800000.0,False,True,False,False,1.0,round_amount
LTA000ETT25000021,Land Transport Authority,construction,2025-05-23,FY2025,ETT,True,1,1,357600.0,False,False,False,False,0.0,
LTA000ETT25000022,Land Transport Authority,supplies,2025-05-23,FY2025,ETT,True,1,1,545610.0,False,False,False,False,0.0,
PAS000ETT25000043,People's Association,supplies,2025-05-23,FY2025,ETT,True,1,1,98557.5,False,False,False,False,0.0,
LTA000ETT24000069,Land Transport Authority,construction,2025-05-23,FY2025,ETT,True,1,1,258270000.0,False,True,False,False,1.0,round_amount
LTA000ETT24000008,Land Transport Authority,other,2025-05-23,FY2025,ETT,True,1,1,387000000.0,False,True,False,False,1.0,round_amount
NCS000ETT25000004,National Council of Social Service,other,2025-05-23,FY2025,ETT,True,1,1,119152.5,False,False,False,False,0.0,
LTA000ETT24000118,Land Transport Authority,other,2025-05-26,FY2025,ETT,True,2,2,1447980.0,False,False,False,False,0.0,
HDB000ETT24000302,Housing and Development Board,other,2025-05-26,FY2025,ETT,True,7,7,51689.0,False,False,False,False,0.0,
WSG000ETT25000001,Workforce Singapore,IT,2025-05-26,FY2025,ETT,True,1,1,5002691.61,False,False,False,False,0.0,
MAS000ETT25000017,Monetary Authority of Singapore,IT,2025-05-26,FY2025,ETT,True,1,1,91800.0,False,False,False,False,0.0,
NST000ETT24000112,"Agency for Science, Technology and Research",supplies,2025-05-26,FY2025,ETT,True,1,1,137850340.6,False,False,False,False,0.0,
LAWHQ0ETT25000002,Ministry of Law-Ministry Headquarter,other,2025-05-26,FY2025,ETT,True,1,1,226080.0,False,False,False,False,0.0,
MOMHQ0ETT25000005,Ministry of Manpower-Ministry Headquarter,cleaning/facilities,2025-05-26,FY2025,ETT,True,1,1,4263137.22,False,False,False,False,0.0,
PAS000ETT25000024,People's Association,other,2025-05-27,FY2025,ETT,True,1,1,96000.0,False,False,False,False,0.0,
NST000ETT25000019,"Agency for Science, Technology and Research",cleaning/facilities,2025-05-27,FY2025,ETT,True,1,1,265283.6,False,False,False,False,0.0,
EDB000ETT24000010,Economic Development Board,IT,2025-05-27,FY2025,ETT,True,1,1,335500.0,False,False,False,False,0.0,
ENV000ETT25000001,Ministry of Sustainability and the Environment,construction,2025-05-27,FY2025,ETT,True,1,1,93999.99,False,False,False,False,0.0,
SSC000ETT25000006,Singapore Sports Council (Sport Singapore),supplies,2025-05-27,FY2025,ETT,True,1,1,203650.0,False,False,False,False,0.0,
NPB000ETT24000067,National Parks Board,construction,2025-05-27,FY2025,ETT,True,1,1,31908866.1,False,False,False,False,0.0,
FINVITETT25000001,Ministry of Finance - Vital,other,2025-05-27,FY2025,ETT,True,10,10,41947.6,False,False,False,False,0.0,
NEA000ETT24000072,National Environment Agency,consultancy,2025-05-27,FY2025,ETT,True,1,1,290615.0,False,False,False,False,0.0,
NST000ETT25000025,"Agency for Science, Technology and Research",supplies,2025-05-27,FY2025,ETT,True,1,1,446600.0,False,False,False,False,0.0,
FOR000ETT24000070,Ministry of Foreign Affairs,construction,2025-05-27,FY2025,ETT,True,1,1,228096.14,False,False,False,False,0.0,
SCB000ETT25000015,Science Centre Board,other,2025-05-28,FY2025,ETT,True,1,1,70048.1,False,False,False,False,0.0,
HDB000ETT24000277,Housing and Development Board,construction,2025-05-28,FY2025,ETT,True,1,1,1205000.0,False,False,False,False,0.0,
NST000ETT25000020,"Agency for Science, Technology and Research",supplies,2025-05-28,FY2025,ETT,True,1,1,376000.0,False,False,False,False,0.0,
INDHCIETT24000005,Hwa Chong Institution,other,2025-05-28,FY2025,ETT,True,1,1,338822.25,False,False,False,False,0.0,
NLB000ETT24000030,National Library Board,other,2025-05-28,FY2025,ETT,True,1,1,2538300.0,False,False,False,False,0.0,
JTC000ETT24000140,Jurong Town Corporation,consultancy,2025-05-28,FY2025,ETT,True,1,1,2780000.0,False,True,False,False,1.0,round_amount
NCS000ETT25000002,National Council of Social Service,other,2025-05-29,FY2025,ETT,True,2,2,155.0,False,False,False,False,0.0,
NPB000ETT24000071,National Parks Board,supplies,2025-05-29,FY2025,ETT,True,19,19,394643.21,False,False,False,False,0.0,
STB000ETT25000006,Singapore Tourism Board,other,2025-05-29,FY2025,ETT,True,1,1,200605.0,False,False,False,False,0.0,
PMOPSDETT25000001,Prime Minister's Office-Public Service Division,training,2025-05-29,FY2025,ETT,True,6,6,133660.0,False,False,False,False,0.0,
MOE000ETT24000116,Ministry of Education,construction,2025-05-29,FY2025,ETT,True,1,1,472269.5,False,False,False,False,0.0,
SDC000ETT24000020,Sentosa Development Corporation,cleaning/facilities,2025-05-29,FY2025,ETT,True,1,1,54055469.0,False,False,False,False,0.0,
RPO000ETT25000009,Republic Polytechnic,IT,2025-05-29,FY2025,ETT,True,1,1,371689.0,False,False,False,False,0.0,
MOMHQ0ETT24000013,Ministry of Manpower-Ministry Headquarter,other,2025-05-29,FY2025,ETT,True,1,1,150560.0,False,False,False,False,0.0,
NYP000ETT25000012,Nanyang Polytechnic,training,2025-05-29,FY2025,ETT,True,14,14,291600.0,False,False,False,False,0.0,
LTA000ETT24000082,Land Transport Authority,construction,2025-05-29,FY2025,ETT,True,1,1,436800000.0,False,True,False,False,1.0,round_amount
SPO000ETT25000019,Singapore Polytechnic,consultancy,2025-05-29,FY2025,ETT,True,1,1,89000.0,True,False,False,False,0.5,near_threshold
LTA000ETT24000090,Land Transport Authority,other,2025-05-29,FY2025,ETT,True,1,1,92897200.0,False,False,False,False,0.0,
NST000ETT24000058,"Agency for Science, Technology and Research",supplies,2025-05-29,FY2025,ETT,True,10,10,979605.68,False,False,False,False,0.0,
LTA000ETT24000091,Land Transport Authority,cleaning/facilities,2025-05-29,FY2025,ETT,True,1,1,28048000.0,False,False,False,False,0.0,
NYP000ETT25000001,Nanyang Polytechnic,supplies,2025-05-29,FY2025,ETT,True,16,16,16.0,False,False,False,False,0.0,
SDC000ETT25000002,Sentosa Development Corporation,supplies,2025-05-30,FY2025,ETT,True,1,1,155406.0,False,False,False,False,0.0,
HDB000ETT24000301,Housing and Development Board,construction,2025-05-30,FY2025,ETT,True,1,1,139900000.0,False,True,False,False,1.0,round_amount
HDB000ETT24000294,Housing and Development Board,construction,2025-05-30,FY2025,ETT,True,1,1,268000000.0,False,True,False,False,1.0,round_amount
HDB000ETT24000292,Housing and Development Board,construction,2025-05-30,FY2025,ETT,True,1,1,145330000.0,False,True,False,False,1.0,round_amount
MHA00003000022045,Ministry of Home Affairs - Ministry Headquarter 1,consultancy,2025-05-30,FY2025,(no code),False,1,1,2858160.0,False,False,False,False,0.0,
MHA00003000022046,Ministry of Home Affairs - Ministry Headquarter 1,consultancy,2025-05-30,FY2025,(no code),False,1,1,375000.0,False,False,False,False,0.0,
MHA00003000023473,Ministry of Home Affairs - Ministry Headquarter 1,other,2025-05-30,FY2025,(no code),False,1,1,2574030.0,False,False,False,False,0.0,
LTA000ETT25000006,Land Transport Authority,other,2025-05-30,FY2025,ETT,True,1,1,64451648.28,False,False,False,False,0.0,
NYP000ETT25000014,Nanyang Polytechnic,other,2025-05-30,FY2025,ETT,True,1,1,266867.7,False,False,False,False,0.0,
NPB000ETT25000013,National Parks Board,cleaning/facilities,2025-05-31,FY2025,ETT,True,4,4,452566.5,False,False,False,False,0.0,
FOR000ETT25000003,Ministry of Foreign Affairs,cleaning/facilities,2025-06-01,FY2025,ETT,True,1,1,525652.63,False,False,False,False,0.0,
SSC000ETT25000003,Singapore Sports Council (Sport Singapore),other,2025-06-02,FY2025,ETT,True,1,1,582708.0,False,False,False,False,0.0,
CAA000ETT25000010,Civil Aviation Authority of Singapore,consultancy,2025-06-02,FY2025,ETT,True,1,1,487070.0,False,False,False,False,0.0,
URA000ETT25000005,Urban Redevelopment Authority,other,2025-06-02,FY2025,ETT,True,1,1,103300.0,False,False,False,False,0.0,
NEA000ETT24000084,National Environment Agency,other,2025-06-02,FY2025,ETT,True,2,2,281350.0,False,False,False,False,0.0,
SSC000ETT24000056,Singapore Sports Council (Sport Singapore),other,2025-06-02,FY2025,ETT,True,1,1,2271500.0,False,False,False,False,0.0,
GVT000ETT25000004,Government Technology Agency (GovTech),consultancy,2025-06-02,FY2025,ETT,True,1,1,118000.0,False,False,False,False,0.0,
HDB000ETT25000073,Housing and Development Board,cleaning/facilities,2025-06-02,FY2025,ETT,True,1,1,78428.0,False,False,False,False,0.0,
MOMHQ0ETT24000018,Ministry of Manpower-Ministry Headquarter,other,2025-06-03,FY2025,ETT,True,3,3,16387725.0,False,False,False,False,0.0,
JTC000ETT25000005,Jurong Town Corporation,consultancy,2025-06-03,FY2025,ETT,True,1,1,224670.0,False,False,False,False,0.0,
MUI000ETT25000001,Majlis Ugama Islam Singapura,other,2025-06-03,FY2025,ETT,True,3,3,24.0,False,False,False,False,0.0,
EMA000ETT25000011,Energy Market Authority of Singapore,construction,2025-06-03,FY2025,ETT,True,1,1,1219150.0,False,False,False,False,0.0,
SPO000ETT25000013,Singapore Polytechnic,other,2025-06-03,FY2025,ETT,True,1,1,1498000.0,False,False,False,False,0.0,
ITE000ETT24000047,Institute of Technical Education,training,2025-06-03,FY2025,ETT,True,1,1,99400.0,False,False,False,False,0.0,
FOR000ETT25000018,Ministry of Foreign Affairs,supplies,2025-06-03,FY2025,ETT,True,1,1,399388.0,False,False,False,False,0.0,
NEA000ETT24000079,National Environment Agency,IT,2025-06-04,FY2025,ETT,True,1,1,7153165.0,False,False,False,False,0.0,
FOR000ETT24000087,Ministry of Foreign Affairs,cleaning/facilities,2025-06-04,FY2025,ETT,True,1,1,196178.65,False,False,False,False,0.0,
HTX00103000021727,Home Team Science and Technology Agency,IT,2025-06-04,FY2025,(no code),False,9,9,559820.4,False,False,False,False,0.0,
MHA00003000022580,Ministry of Home Affairs - Ministry Headquarter 1,other,2025-06-04,FY2025,(no code),False,3,3,7759.0,False,False,False,False,0.0,
FOR000ETT25000014,Ministry of Foreign Affairs,supplies,2025-06-04,FY2025,ETT,True,1,1,252215.95,False,False,False,False,0.0,
NST000ETT25000030,"Agency for Science, Technology and Research",other,2025-06-04,FY2025,ETT,True,1,1,264000.0,False,False,False,False,0.0,
NHB000ETT24000027,National Heritage Board,other,2025-06-04,FY2025,ETT,True,1,1,1127813.0,False,False,False,False,0.0,
FINAGDETT24000003,Ministry of Finance-Accountant-General's Department,IT,2025-06-04,FY2025,ETT,True,1,1,17777255.0,False,False,False,False,0.0,
JTC000ETT25000014,Jurong Town Corporation,consultancy,2025-06-04,FY2025,ETT,True,2,2,60000.0,False,True,False,False,1.0,round_amount
PUB000ETT24000131,Public Utilities Board,other,2025-06-05,FY2025,ETT,True,1,1,52606250.0,False,False,False,False,0.0,
ESG000ETT25000002,Enterprise Singapore,other,2025-06-05,FY2025,ETT,True,1,1,105675.0,False,False,False,False,0.0,
NYP000ETT25000009,Nanyang Polytechnic,other,2025-06-05,FY2025,ETT,True,1,1,2074560.0,False,False,False,False,0.0,
RPO000ETT25000005,Republic Polytechnic,cleaning/facilities,2025-06-05,FY2025,ETT,True,1,1,892000.0,False,False,False,False,0.0,
PMOPSDETT25000002,Prime Minister's Office-Public Service Division,other,2025-06-05,FY2025,ETT,True,1,1,199600.0,False,False,False,False,0.0,
MOE000ETT24000124,Ministry of Education,supplies,2025-06-06,FY2025,ETT,True,11,11,11.0,False,False,False,False,0.0,
ESG000ETT25000004,Enterprise Singapore,construction,2025-06-06,FY2025,ETT,True,1,1,421650.0,False,False,False,False,0.0,
NST000ETT25000017,"Agency for Science, Technology and Research",cleaning/facilities,2025-06-06,FY2025,ETT,True,1,1,693000.0,False,False,False,False,0.0,
INDHCIETT25000002,Hwa Chong Institution,cleaning/facilities,2025-06-06,FY2025,ETT,True,1,1,1015200.0,False,False,False,False,0.0,
HPB000ETT25000002,Health Promotion Board,IT,2025-06-06,FY2025,ETT,True,1,1,60168.0,False,False,False,False,0.0,
HDB000ETT25000038,Housing and Development Board,other,2025-06-06,FY2025,ETT,True,1,1,100300.0,False,False,False,False,0.0,
NEA000ETT24000044,National Environment Agency,other,2025-06-06,FY2025,ETT,True,1,1,22795000.0,False,False,False,False,0.0,
ITE000ETT24000042,Institute of Technical Education,training,2025-06-06,FY2025,ETT,True,1,1,392365.0,False,False,False,False,0.0,
EMA000ETT25000010,Energy Market Authority of Singapore,consultancy,2025-06-06,FY2025,ETT,True,1,1,450000.0,False,True,False,False,1.0,round_amount
LTA000ETT25000009,Land Transport Authority,other,2025-06-06,FY2025,ETT,True,1,1,780000.0,False,True,False,False,1.0,round_amount
MPA000ETT25000010,Maritime and Port Authority of Singapore,other,2025-06-06,FY2025,ETT,True,1,1,1215050.0,False,False,False,False,0.0,
JTC000ETT24000144,Jurong Town Corporation,other,2025-06-06,FY2025,ETT,True,1,1,1676619.0,False,False,False,False,0.0,
NEA000ETT25000021,National Environment Agency,other,2025-06-07,FY2025,ETT,True,1,1,2206800.0,False,False,False,False,0.0,
NYP000ETT25000004,Nanyang Polytechnic,construction,2025-06-09,FY2025,ETT,True,1,1,511023.0,False,False,False,False,0.0,
FINCEDETT25000005,Ministry of Finance - Singapore Customs,IT,2025-06-09,FY2025,ETT,True,1,1,188700.0,False,False,False,False,0.0,
NPB000ETT24000098,National Parks Board,cleaning/facilities,2025-06-09,FY2025,ETT,True,1,1,6332700.0,False,False,False,False,0.0,
NST000ETT25000028,"Agency for Science, Technology and Research",other,2025-06-09,FY2025,ETT,True,1,1,753600.0,False,False,False,False,0.0,
PUB000ETT25000026,Public Utilities Board,cleaning/facilities,2025-06-09,FY2025,ETT,True,1,1,1137000.0,False,False,False,False,0.0,
MHA00003000022435,Ministry of Home Affairs - Ministry Headquarter 1,training,2025-06-09,FY2025,(no code),False,2,2,5710020.0,False,False,False,False,0.0,
MOMHQ0ETT25000003,Ministry of Manpower-Ministry Headquarter,other,2025-06-09,FY2025,ETT,True,1,1,144023862.5,False,False,False,False,0.0,
BCA000ETT25000010,Building and Construction Authority,other,2025-06-09,FY2025,ETT,True,2,2,190080.0,False,False,False,False,0.0,
LTA000ETT25000024,Land Transport Authority,supplies,2025-06-09,FY2025,ETT,True,1,1,79378.5,False,False,False,False,0.0,
NPB000ETT24000097,National Parks Board,cleaning/facilities,2025-06-10,FY2025,ETT,True,1,1,4251570.0,False,False,False,False,0.0,
