tender_no,agency,category,award_date,fiscal_year,procurement_type,is_ett,n_rows,n_suppliers,awarded_amt,near_threshold,round_amount,high_share_incumbent,dominant_supplier_category,score,reasons
HDB000ETT22000071,Housing and Development Board,other,2022-07-22,FY2022,ETT,True,1,1,1985.0,False,False,False,False,0.0,
STB000ETT22000008,Singapore Tourism Board,IT,2022-07-22,FY2022,ETT,True,1,1,6301828.0,False,False,False,False,0.0,
NPB000ETT22000021,National Parks Board,IT,2022-07-22,FY2022,ETT,True,1,1,12719800.0,False,False,False,False,0.0,
LTA000ETT22000024,Land Transport Authority,other,2022-07-22,FY2022,ETT,True,1,1,1858153.0,False,False,False,False,0.0,
MAS000ETT22000021,Monetary Authority of Singapore,supplies,2022-07-22,FY2022,ETT,True,1,1,596610.0,False,False,False,False,0.0,
JTC000ETT22000065,Jurong Town Corporation,consultancy,2022-07-22,FY2022,ETT,True,1,1,45000.0,False,False,False,False,0.0,
NYP000ETT22000010,Nanyang Polytechnic,other,2022-07-22,FY2022,ETT,True,1,1,235800.0,False,False,False,False,0.0,
MOE000ETT22000013,Ministry of Education,cleaning/facilities,2022-07-22,FY2022,ETT,True,1,1,14938630.0,False,False,False,False,0.0,
PMONRFETT22000005,Prime Minister's Office - National Research Foundation,other,2022-07-23,FY2022,ETT,True,1,1,412500.0,False,False,False,False,0.0,
PUB000ETT22000075,Public Utilities Board,supplies,2022-07-25,FY2022,ETT,True,1,1,36342.0,False,False,False,False,0.0,
MUI000ETT22000001,Majlis Ugama Islam Singapura,other,2022-07-25,FY2022,ETT,True,1,1,828000.0,False,False,False,False,0.0,
ITE000ETT22000010,Institute of Technical Education,cleaning/facilities,2022-07-25,FY2022,ETT,True,1,1,628648.32,False,False,False,False,0.0,
MDA000ETT22000007,Info-communications Media Development Authority - MDA,IT,2022-07-25,FY2022,ETT,True,1,1,66096.0,False,False,False,False,0.0,
HDB000ETT22000090,Housing and Development Board,other,2022-07-25,FY2022,ETT,True,1,1,147200.0,False,False,False,False,0.0,
PUB000ETT22000056,Public Utilities Board,IT,2022-07-25,FY2022,ETT,True,1,1,228300.0,False,False,False,False,0.0,
LTA000ETT22000043,Land Transport Authority,other,2022-07-26,FY2022,ETT,True,1,1,520464.0,False,False,False,False,0.0,
GVT000ETT21000016,Government Technology Agency (GovTech),cleaning/facilities,2022-07-26,FY2022,ETT,True,1,1,998400.0,False,False,False,False,0.0,
MOE000ETT22000002,Ministry of Education,cleaning/facilities,2022-07-26,FY2022,ETT,True,4,4,160000.0,False,True,False,False,1.0,round_amount
FOR000ETT22000003,Ministry of Foreign Affairs,other,2022-07-27,FY2022,ETT,True,1,1,167846.35,False,False,False,False,0.0,
FINVITETT22000004,Ministry of Finance - Vital,cleaning/facilities,2022-07-27,FY2022,ETT,True,15,15,47400000.0,False,True,False,False,1.0,round_amount
MHA00003000010059,Ministry of Home Affairs - Ministry Headquarter 1,IT,2022-07-27,FY2022,(no code),False,3,3,133829913.0,False,False,False,False,0.0,
HSA000ETT22000005,Health Sciences Authority,supplies,2022-07-27,FY2022,ETT,True,1,1,2598553.0,False,False,False,False,0.0,
LTA000ETT21000072,Land Transport Authority,cleaning/facilities,2022-07-27,FY2022,ETT,True,1,1,18248544.0,False,False,False,False,0.0,
ITE000ETT22000005,Institute of Technical Education,IT,2022-07-27,FY2022,ETT,True,1,1,636748.0,False,False,False,False,0.0,
LTA000ETT22000004,Land Transport Authority,supplies,2022-07-27,FY2022,ETT,True,3,3,3.0,False,False,False,False,0.0,
SFA000ETT22000005,Singapore Food Agency,construction,2022-07-27,FY2022,ETT,True,1,1,852000.0,False,False,False,False,0.0,
JTC000ETT22000060,Jurong Town Corporation,construction,2022-07-28,FY2022,ETT,True,1,1,668500.0,False,False,False,False,0.0,
NYP000ETT22000006,Nanyang Polytechnic,other,2022-07-28,FY2022,ETT,True,1,1,848000.0,False,False,False,False,0.0,
PUB000ETT22000085,Public Utilities Board,other,2022-07-28,FY2022,ETT,True,1,1,73139.0,False,False,False,False,0.0,
LTA000ETT22000036,Land Transport Authority,other,2022-07-28,FY2022,ETT,True,1,1,3536000.0,False,False,False,False,0.0,
NEA000ETT21000112,National Environment Agency,supplies,2022-07-28,FY2022,ETT,True,1,1,384372.29,False,False,False,False,0.0,
LTA000ETT22000044,Land Transport Authority,other,2022-07-28,FY2022,ETT,True,1,1,166452.0,False,False,False,False,0.0,
NEA000ETT22000026,National Environment Agency,other,2022-07-28,FY2022,ETT,True,2,2,8527575.0,False,False,False,False,0.0,
LTA000ETT21000090,Land Transport Authority,other,2022-07-28,FY2022,ETT,True,1,1,1931000.0,False,False,False,False,0.0,
MOE000ETT22000022,Ministry of Education,cleaning/facilities,2022-07-28,FY2022,ETT,True,3,3,277752960.0,False,False,False,False,0.0,
MOE000ETT22000016,Ministry of Education,construction,2022-07-28,FY2022,ETT,True,4,4,419172633.0,False,False,False,False,0.0,
HPB000ETT22000003,Health Promotion Board,IT,2022-07-28,FY2022,ETT,True,1,1,63065600.0,False,False,False,False,0.0,
MDA000ETT21000013,Info-communications Media Development Authority - MDA,IT,2022-07-29,FY2022,ETT,True,1,1,9897190.0,False,False,False,False,0.0,
HDB000ETT22000030,Housing and Development Board,construction,2022-07-29,FY2022,ETT,True,1,1,115700000.0,False,True,False,False,1.0,round_amount
HDB000ETT22000026,Housing and Development Board,construction,2022-07-29,FY2022,ETT,True,1,1,208800000.0,False,True,False,False,1.0,round_amount
NLB000ETT22000007,National Library Board,supplies,2022-07-29,FY2022,ETT,True,1,1,59420.0,False,False,False,False,0.0,
FOR000ETT21000055,Ministry of Foreign Affairs,cleaning/facilities,2022-07-29,FY2022,ETT,True,1,1,691143.12,False,False,False,False,0.0,
MDA000ETT22000011,Info-communications Media Development Authority - MDA,other,2022-07-29,FY2022,ETT,True,1,1,23900.0,False,False,False,False,0.0,
JTC000ETT22000050,Jurong Town Corporation,other,2022-07-29,FY2022,ETT,True,1,1,2.0,False,False,False,False,0.0,
JTC000ETT22000016,Jurong Town Corporation,consultancy,2022-07-29,FY2022,ETT,True,1,1,10314861.2,False,False,False,False,0.0,
MOMISDETT22000001,Ministry of Manpower-Information Systems & Technology Department,IT,2022-07-29,FY2022,ETT,True,5,5,14856416.27,False,False,False,False,0.0,
SFA000ETT22000003,Singapore Food Agency,cleaning/facilities,2022-07-29,FY2022,ETT,True,1,1,4185032.0,False,False,False,False,0.0,
HDB000ETT22000027,Housing and Development Board,construction,2022-07-29,FY2022,ETT,True,1,1,467800000.0,False,True,False,False,1.0,round_amount
LTA000ETT21000096,Land Transport Authority,other,2022-07-29,FY2022,ETT,True,1,1,11800000.0,False,True,False,False,1.0,round_amount
NST000ETT22000028,"Agency for Science, Technology and Research",other,2022-07-29,FY2022,ETT,True,1,1,1748835.0,False,False,False,False,0.0,
NST000ETT22000040,"Agency for Science, Technology and Research",other,2022-07-29,FY2022,ETT,True,1,1,896448.0,False,False,False,False,0.0,
SDC000ETT22000008,Sentosa Development Corporation,cleaning/facilities,2022-07-29,FY2022,ETT,True,1,1,99700.0,False,False,False,False,0.0,
NEA000ETT22000019,National Environment Agency,consultancy,2022-07-29,FY2022,ETT,True,1,1,338000.0,False,False,False,False,0.0,
GVT000ETT22000007,Government Technology Agency (GovTech),cleaning/facilities,2022-07-29,FY2022,ETT,True,3,3,490000.0,False,True,False,False,1.0,round_amount
MHA00003000009470,Ministry of Home Affairs - Ministry Headquarter 1,other,2022-07-29,FY2022,(no code),False,1,1,1030576.0,False,False,False,False,0.0,
STB000ETT22000022,Singapore Tourism Board,cleaning/facilities,2022-07-30,FY2022,ETT,True,1,1,198440.0,False,False,False,False,0.0,
MDA000ETT22000013,Info-communications Media Development Authority - MDA,other,2022-08-01,FY2022,ETT,True,1,1,298000.0,False,False,False,False,0.0,
HPB000ETT22000006,Health Promotion Board,other,2022-08-01,FY2022,ETT,True,1,1,964370.0,False,False,False,False,0.0,
STB000ETT22000025,Singapore Tourism Board,other,2022-08-01,FY2022,ETT,True,1,1,139450.0,False,False,False,False,0.0,
NST000ETT22000014,"Agency for Science, Technology and Research",supplies,2022-08-01,FY2022,ETT,True,1,1,316800.0,False,False,False,False,0.0,
FOR000ETT22000026,Ministry of Foreign Affairs,cleaning/facilities,2022-08-01,FY2022,ETT,True,1,1,184494.45,False,False,False,False,0.0,
NST000ETT22000044,"Agency for Science, Technology and Research",construction,2022-08-01,FY2022,ETT,True,1,1,686000.0,False,False,False,False,0.0,
PUB000ETT22000008,Public Utilities Board,other,2022-08-02,FY2022,ETT,True,1,1,2251452.0,False,False,False,False,0.0,
MPA000ETT22000017,Maritime and Port Authority of Singapore,supplies,2022-08-02,FY2022,ETT,True,1,1,108900.0,False,False,False,False,0.0,
NST000ETT22000056,"Agency for Science, Technology and Research",IT,2022-08-02,FY2022,ETT,True,1,1,215000.0,False,False,False,False,0.0,
MHA00003000013580,Ministry of Home Affairs - Ministry Headquarter 1,cleaning/facilities,2022-08-02,FY2022,(no code),False,1,1,2163022.0,False,False,False,False,0.0,
CAA000ETT22000009,Civil Aviation Authority of Singapore,IT,2022-08-02,FY2022,ETT,True,1,1,600000.0,False,True,False,False,1.0,round_amount
CDVHQ0ETT21000045,Ministry of Social and Family Development - Ministry Headquarter,other,2022-08-02,FY2022,ETT,True,1,1,1556000.0,False,False,False,False,0.0,
PAS000ETT22000043,People's Association,other,2022-08-02,FY2022,ETT,True,1,1,119800.0,False,False,False,False,0.0,
LTA000ETT22000025,Land Transport Authority,other,2022-08-02,FY2022,ETT,True,1,1,576000.0,False,False,False,False,0.0,
NEA000ETT22000040,National Environment Agency,other,2022-08-02,FY2022,ETT,True,1,1,3584400.0,False,False,False,False,0.0,
HLTHQ0ETT22000020,Ministry of Health-Ministry Headquarter,other,2022-08-02,FY2022,ETT,True,1,1,503800.0,False,False,False,False,0.0,
NST000ETT22000032,"Agency for Science, Technology and Research",cleaning/facilities,2022-08-03,FY2022,ETT,True,1,1,841200.0,False,False,False,False,0.0,
NPO000ETT22000013,Ngee Ann Polytechnic,cleaning/facilities,2022-08-03,FY2022,ETT,True,1,1,2986000.0,False,False,False,False,0.0,
FOR000ETT22000028,Ministry of Foreign Affairs,cleaning/facilities,2022-08-03,FY2022,ETT,True,1,1,137458.75,False,False,False,False,0.0,
WSG000ETT22000006,Workforce Singapore,consultancy,2022-08-04,FY2022,ETT,True,1,1,692280.0,False,False,False,False,0.0,
STB000ETT22000014,Singapore Tourism Board,consultancy,2022-08-04,FY2022,ETT,True,1,1,290000.0,False,True,False,False,1.0,round_amount
LTA000ETT22000056,Land Transport Authority,IT,2022-08-04,FY2022,ETT,True,1,1,120098.0,False,False,False,False,0.0,
CDVHQ0ETT21000037,Ministry of Social and Family Development - Ministry Headquarter,consultancy,2022-08-04,FY2022,ETT,True,1,1,194544.0,False,False,False,False,0.0,
SPO000ETT22000007,Singapore Polytechnic,supplies,2022-08-04,FY2022,ETT,True,1,1,569000.0,False,False,False,False,0.0,
SDC000ETT22000014,Sentosa Development Corporation,IT,2022-08-05,FY2022,ETT,True,1,1,689520.0,False,False,False,False,0.0,
GVT000ETT22000004,Government Technology Agency (GovTech),supplies,2022-08-05,FY2022,ETT,True,12,12,12.0,False,False,True,False,1.0,high_share_incumbent
NPB000ETT22000006,National Parks Board,consultancy,2022-08-05,FY2022,ETT,True,1,1,4611965.0,False,False,False,False,0.0,
NPB000ETT22000020,National Parks Board,cleaning/facilities,2022-08-05,FY2022,ETT,True,1,1,1293650.0,False,False,False,False,0.0,
STB000ETT22000020,Singapore Tourism Board,construction,2022-08-05,FY2022,ETT,True,1,1,356000.0,False,False,False,False,0.0,
HSA000ETT22000014,Health Sciences Authority,supplies,2022-08-05,FY2022,ETT,True,2,2,173569.0,False,False,False,False,0.0,
HSA000ETT22000015,Health Sciences Authority,supplies,2022-08-05,FY2022,ETT,True,1,1,393997.0,False,False,False,False,0.0,
HDB000ETT22000019,Housing and Development Board,construction,2022-08-05,FY2022,ETT,True,1,1,78350000.0,False,True,False,False,1.0,round_amount
FOR000ETT22000024,Ministry of Foreign Affairs,training,2022-08-05,FY2022,ETT,True,1,1,445445.0,False,False,False,False,0.0,
PAS000ETT22000027,People's Association,cleaning/facilities,2022-08-08,FY2022,ETT,True,1,1,3051984.0,False,False,False,False,0.0,
LTA000ETT21000087,Land Transport Authority,supplies,2022-08-08,FY2022,ETT,True,1,1,155200.0,False,False,False,False,0.0,
GVT000ETT22000018,Government Technology Agency (GovTech),supplies,2022-08-08,FY2022,ETT,True,1,1,355179.0,False,False,False,False,0.0,
HDB000ETT22000102,Housing and Development Board,other,2022-08-08,FY2022,ETT,True,1,1,2440.0,False,False,False,False,0.0,
SDC000ETT22000009,Sentosa Development Corporation,cleaning/facilities,2022-08-08,FY2022,ETT,True,1,1,106000.0,False,False,False,False,0.0,
WSG000ETT22000008,Workforce Singapore,other,2022-08-08,FY2022,ETT,True,1,1,109600.0,False,False,False,False,0.0,
LTA000ETT21000069,Land Transport Authority,other,2022-08-08,FY2022,ETT,True,1,1,102763888.0,False,False,False,False,0.0,
GVT000ETT22000012,Government Technology Agency (GovTech),supplies,2022-08-10,FY2022,ETT,True,1,1,211666.0,False,False,False,False,0.0,
MOE000ETT21000068,Ministry of Education,supplies,2022-08-10,FY2022,ETT,True,3,3,347200.0,False,False,False,False,0.0,
NPO000ETT22000015,Ngee Ann Polytechnic,construction,2022-08-10,FY2022,ETT,True,1,1,1325425.0,False,False,False,False,0.0,
NLB000ETT22000004,National Library Board,other,2022-08-10,FY2022,ETT,True,1,1,1064095.0,False,False,False,False,0.0,
CCYNYCETT22000002,"Ministry of Culture, Community and Youth - National Youth Council",supplies,2022-08-10,FY2022,ETT,True,2,2,1469770.0,False,False,False,False,0.0,
NPO000ETT22000017,Ngee Ann Polytechnic,IT,2022-08-10,FY2022,ETT,True,2,2,222482.8,False,False,False,False,0.0,
HSA000ETT22000030,Health Sciences Authority,other,2022-08-10,FY2022,ETT,True,1,1,373428.0,False,False,False,False,0.0,
NYP000ETT22000009,Nanyang Polytechnic,IT,2022-08-11,FY2022,ETT,True,1,1,180180.0,False,False,False,False,0.0,
MHA00003000012422,Ministry of Home Affairs - Ministry Headquarter 1,cleaning/facilities,2022-08-11,FY2022,(no code),False,1,1,1836000.0,False,False,False,False,0.0,
NHB000ETT22000001,National Heritage Board,other,2022-08-11,FY2022,ETT,True,1,1,1872000.0,False,False,False,False,0.0,
PMONRFETT22000002,Prime Minister's Office - National Research Foundation,cleaning/facilities,2022-08-11,FY2022,ETT,True,1,1,525600.0,False,False,False,False,0.0,
TPO000ETT22000012,Temasek Polytechnic,consultancy,2022-08-11,FY2022,ETT,True,1,1,345000.0,False,False,False,False,0.0,
NEA000ETT22000035,National Environment Agency,other,2022-08-11,FY2022,ETT,True,1,1,72500.0,False,False,False,False,0.0,
CAA000ETT22000008,Civil Aviation Authority of Singapore,IT,2022-08-11,FY2022,ETT,True,1,1,2628000.0,False,False,False,False,0.0,
PAS000ETT22000019,People's Association,construction,2022-08-11,FY2022,ETT,True,1,1,16888000.0,False,False,False,False,0.0,
MHA00003000014072,Ministry of Home Affairs - Ministry Headquarter 1,other,2022-08-11,FY2022,(no code),False,1,1,448848.0,False,False,False,False,0.0,
MHA00003000014048,Ministry of Home Affairs - Ministry Headquarter 1,other,2022-08-11,FY2022,(no code),False,1,1,128800.0,False,False,False,False,0.0,
NST000ETT21000164,"Agency for Science, Technology and Research",supplies,2022-08-11,FY2022,ETT,True,1,1,148725.56,False,False,False,False,0.0,
MHA00003000009834,Ministry of Home Affairs - Ministry Headquarter 1,supplies,2022-08-11,FY2022,(no code),False,2,2,4813963.27,False,False,False,False,0.0,
INDSCGETT22000001,Singapore Chinese Girls' School,cleaning/facilities,2022-08-11,FY2022,ETT,True,1,1,162888.0,False,False,False,False,0.0,
JTC000ETT22000033,Jurong Town Corporation,consultancy,2022-08-12,FY2022,ETT,True,1,1,5.25,False,False,False,False,0.0,
HDB000ETT22000118,Housing and Development Board,cleaning/facilities,2022-08-12,FY2022,ETT,True,1,1,90800.0,False,False,False,False,0.0,
LTA000ETT21000095,Land Transport Authority,other,2022-08-12,FY2022,ETT,True,1,1,30013937.0,False,False,False,False,0.0,
FOR000ETT22000032,Ministry of Foreign Affairs,cleaning/facilities,2022-08-12,FY2022,ETT,True,1,1,200793.79,False,False,False,False,0.0,
MHA00003000010989,Ministry of Home Affairs - Ministry Headquarter 1,cleaning/facilities,2022-08-12,FY2022,(no code),False,1,1,3718444.0,False,False,False,False,0.0,
NPO000ETT22000011,Ngee Ann Polytechnic,other,2022-08-12,FY2022,ETT,True,1,1,95000.0,False,False,False,False,0.0,
NYP000ETT22000008,Nanyang Polytechnic,cleaning/facilities,2022-08-13,FY2022,ETT,True,1,1,27602376.0,False,False,False,False,0.0,
MDA000ETT22000012,Info-communications Media Development Authority - MDA,supplies,2022-08-13,FY2022,ETT,True,1,1,897673.68,False,False,False,False,0.0,
SPO000ETT22000033,Singapore Polytechnic,consultancy,2022-08-13,FY2022,ETT,True,1,1,491200.0,False,False,False,False,0.0,
PAS000ETT22000132,People's Association,other,2022-08-15,FY2022,ETT,True,1,1,414492.5,False,False,False,False,0.0,
HPB000ETT22000008,Health Promotion Board,IT,2022-08-15,FY2022,ETT,True,1,1,130500.0,False,False,False,False,0.0,
JTC000ETT22000084,Jurong Town Corporation,other,2022-08-15,FY2022,ETT,True,1,1,98126.0,False,False,False,False,0.0,
STB000ETT22000019,Singapore Tourism Board,other,2022-08-15,FY2022,ETT,True,1,1,767091.6,False,False,False,False,0.0,
FOR000ETT22000017,Ministry of Foreign Affairs,cleaning/facilities,2022-08-15,FY2022,ETT,True,1,1,223829.0,False,False,False,False,0.0,
HDB000ETT22000084,Housing and Development Board,construction,2022-08-15,FY2022,ETT,True,1,1,191084.0,False,False,False,False,0.0,
PUB000ETT22000081,Public Utilities Board,supplies,2022-08-15,FY2022,ETT,True,1,1,14126.84,False,False,False,False,0.0,
HDB000ETT22000078,Housing and Development Board,supplies,2022-08-16,FY2022,ETT,True,1,1,30.48,False,False,False,False,0.0,
JTC000ETT22000088,Jurong Town Corporation,construction,2022-08-16,FY2022,ETT,True,1,1,1858000.0,False,False,False,False,0.0,
NST000ETT22000048,"Agency for Science, Technology and Research",training,2022-08-16,FY2022,ETT,True,1,1,298425.0,False,False,False,False,0.0,
MHA00003000013927,Ministry of Home Affairs - Ministry Headquarter 1,supplies,2022-08-16,FY2022,(no code),False,1,1,452040.12,False,False,False,False,0.0,
SDC000ETT22000021,Sentosa Development Corporation,other,2022-08-16,FY2022,ETT,True,1,1,591700.0,False,False,False,False,0.0,
NST000ETT22000067,"Agency for Science, Technology and Research",other,2022-08-16,FY2022,ETT,True,1,1,186915.0,False,False,False,False,0.0,
GVT000ETT21000023,Government Technology Agency (GovTech),other,2022-08-17,FY2022,ETT,True,3,3,3.0,False,False,False,False,0.0,
CDVHQ0ETT22000015,Ministry of Social and Family Development - Ministry Headquarter,other,2022-08-17,FY2022,ETT,True,1,1,11134756.8,False,False,False,False,0.0,
FINVITETT22000003,Ministry of Finance - Vital,other,2022-08-17,FY2022,ETT,True,1,1,108.77,False,False,False,False,0.0,
LTA000ETT21000097,Land Transport Authority,consultancy,2022-08-17,FY2022,ETT,True,1,1,13688880.0,False,False,False,False,0.0,
NHB000ETT21000023,National Heritage Board,supplies,2022-08-17,FY2022,ETT,True,1,1,1944730.0,False,False,False,False,0.0,
SCB000ETT22000021,Science Centre Board,construction,2022-08-17,FY2022,ETT,True,1,1,94060.0,False,False,False,False,0.0,
HDB000ETT22000136,Housing and Development Board,other,2022-08-17,FY2022,ETT,True,1,1,710000.0,False,True,False,False,1.0,round_amount
ITA000ETT22000008,Ministry of Digital Development and Information,other,2022-08-17,FY2022,ETT,True,1,1,2608180.8,False,False,False,False,0.0,
SFA000ETT22000008,Singapore Food Agency,other,2022-08-17,FY2022,ETT,True,1,1,3496150.0,False,False,False,False,0.0,
HSA000ETT21000060,Health Sciences Authority,supplies,2022-08-17,FY2022,ETT,True,2,2,3263021.0,False,False,False,False,0.0,
SCB000ETT22000023,Science Centre Board,supplies,2022-08-17,FY2022,ETT,True,1,1,85680.0,True,False,False,False,0.5,near_threshold
INDACIETT22000002,Anglo-Chinese School (Independent),supplies,2022-08-18,FY2022,ETT,True,1,1,135700.0,False,False,False,False,0.0,
PAS000ETT22000048,People's Association,other,2022-08-18,FY2022,ETT,True,1,1,30700.0,False,False,False,False,0.0,
HDB000ETT21000250,Housing and Development Board,consultancy,2022-08-18,FY2022,ETT,True,1,1,1888590.0,False,False,False,False,0.0,
HDB000ETT22000008,Housing and Development Board,construction,2022-08-18,FY2022,ETT,True,1,1,7198800.0,False,False,False,False,0.0,
TPO000ETT22000011,Temasek Polytechnic,IT,2022-08-18,FY2022,ETT,True,1,1,147092.5,False,False,False,False,0.0,
CPF000ETT22000011,Central Provident Fund Board,IT,2022-08-18,FY2022,ETT,True,1,1,130500.0,False,False,False,False,0.0,
NST000ETT22000045,"Agency for Science, Technology and Research",other,2022-08-18,FY2022,ETT,True,1,1,259000.0,False,False,False,False,0.0,
NST000ETT22000011,"Agency for Science, Technology and Research",consultancy,2022-08-18,FY2022,ETT,True,1,1,225920.0,False,False,False,False,0.0,
SSG000ETT22000003,SkillsFuture Singapore,supplies,2022-08-19,FY2022,ETT,True,36,36,450360.0,False,False,False,False,0.0,
SCB000ETT22000015,Science Centre Board,supplies,2022-08-19,FY2022,ETT,True,1,1,291500.0,False,False,False,False,0.0,
PUB000ETT22000024,Public Utilities Board,supplies,2022-08-19,FY2022,ETT,True,1,1,22.7,False,False,False,False,0.0,
HSA000ETT22000012,Health Sciences Authority,supplies,2022-08-19,FY2022,ETT,True,1,1,136501.0,False,False,False,False,0.0,
MHA00003000010212,Ministry of Home Affairs - Ministry Headquarter 1,IT,2022-08-19,FY2022,(no code),False,1,1,298584.0,False,False,False,False,0.0,
ESG000ETT21000023,Enterprise Singapore,consultancy,2022-08-19,FY2022,ETT,True,1,1,438000.0,False,False,False,False,0.0,
HDB000ETT22000074,Housing and Development Board,supplies,2022-08-19,FY2022,ETT,True,1,1,5771.15,False,False,False,False,0.0,
NEA000ETT22000021,National Environment Agency,other,2022-08-19,FY2022,ETT,True,1,1,34701982.0,False,False,False,False,0.0,
HDB000ETT22000076,Housing and Development Board,supplies,2022-08-19,FY2022,ETT,True,1,1,5801.7,False,False,False,False,0.0,
NST000ETT22000005,"Agency for Science, Technology and Research",IT,2022-08-19,FY2022,ETT,True,1,1,243285.5,False,False,False,False,0.0,
HDB000ETT22000077,Housing and Development Board,supplies,2022-08-19,FY2022,ETT,True,1,1,3744.93,False,False,False,False,0.0,
ESG000ETT22000003,Enterprise Singapore,other,2022-08-19,FY2022,ETT,True,1,1,177360.0,False,False,False,False,0.0,
HDB000ETT22000079,Housing and Development Board,supplies,2022-08-19,FY2022,ETT,True,1,1,5610.8,False,False,False,False,0.0,
MPA000ETT22000014,Maritime and Port Authority of Singapore,other,2022-08-22,FY2022,ETT,True,1,1,19975.0,False,False,False,False,0.0,
NST000ETT22000017,"Agency for Science, Technology and Research",supplies,2022-08-22,FY2022,ETT,True,1,1,5516308.0,False,False,False,False,0.0,
MOE000ETT22000015,Ministry of Education,supplies,2022-08-22,FY2022,ETT,True,1,1,116316.0,False,False,False,False,0.0,
MDA000ETT22000018,Info-communications Media Development Authority - MDA,supplies,2022-08-22,FY2022,ETT,True,1,1,97188.0,False,False,False,False,0.0,
NYP000ETT22000002,Nanyang Polytechnic,construction,2022-08-22,FY2022,ETT,True,1,1,655495.0,False,False,False,False,0.0,
RPO000ETT22000010,Republic Polytechnic,supplies,2022-08-22,FY2022,ETT,True,1,1,270920.0,False,False,False,False,0.0,
PAS000ETT22000110,People's Association,supplies,2022-08-22,FY2022,ETT,True,1,1,2293440.0,False,False,False,False,0.0,
STB000ETT22000028,Singapore Tourism Board,consultancy,2022-08-22,FY2022,ETT,True,1,1,264000.0,False,False,False,False,0.0,
FOR000ETT22000036,Ministry of Foreign Affairs,cleaning/facilities,2022-08-23,FY2022,ETT,True,1,1,149572.8,False,False,False,False,0.0,
MAS000ETT22000028,Monetary Authority of Singapore,cleaning/facilities,2022-08-23,FY2022,ETT,True,1,1,162027.81,False,False,False,False,0.0,
NPO000ETT22000012,Ngee Ann Polytechnic,supplies,2022-08-23,FY2022,ETT,True,1,1,275212.0,False,False,False,False,0.0,
NEA000ETT22000037,National Environment Agency,consultancy,2022-08-23,FY2022,ETT,True,4,4,42630.0,False,False,False,False,0.0,
PUB000ETT22000074,Public Utilities Board,supplies,2022-08-23,FY2022,ETT,True,1,1,74857.5,False,False,False,False,0.0,
FOR000ETT22000034,Ministry of Foreign Affairs,construction,2022-08-23,FY2022,ETT,True,1,1,123463.77,False,False,False,False,0.0,
LTA000ETT22000047,Land Transport Authority,other,2022-08-23,FY2022,ETT,True,1,1,106620.0,False,False,False,False,0.0,
URA000ETT22000017,Urban Redevelopment Authority,cleaning/facilities,2022-08-23,FY2022,ETT,True,1,1,393600.0,False,False,False,False,0.0,
TPO000ETT22000016,Temasek Polytechnic,other,2022-08-23,FY2022,ETT,True,1,1,104040.0,False,False,False,False,0.0,
PUB000ETT22000034,Public Utilities Board,other,2022-08-23,FY2022,ETT,True,1,1,5790000.0,False,True,False,False,1.0,round_amount
INDACIETT22000001,Anglo-Chinese School (Independent),other,2022-08-23,FY2022,ETT,True,3,3,431554.0,False,False,False,False,0.0,
FOR000ETT22000020,Ministry of Foreign Affairs,cleaning/facilities,2022-08-23,FY2022,ETT,True,1,1,106146.1,False,False,False,False,0.0,
STB000ETT22000027,Singapore Tourism Board,other,2022-08-23,FY2022,ETT,True,1,1,425380.0,False,False,False,False,0.0,
HSA000ETT22000011,Health Sciences Authority,cleaning/facilities,2022-08-23,FY2022,ETT,True,1,1,3061876.0,False,False,False,False,0.0,
HLTHQ0ETT22000029,Ministry of Health-Ministry Headquarter,construction,2022-08-23,FY2022,ETT,True,1,1,58900.0,False,False,False,False,0.0,
SDC000ETT22000018,Sentosa Development Corporation,other,2022-08-23,FY2022,ETT,True,1,1,433000.0,False,False,False,False,0.0,
SDC000ETT22000017,Sentosa Development Corporation,construction,2022-08-23,FY2022,ETT,True,1,1,313029.0,False,False,False,False,0.0,
MHA00003000014395,Ministry of Home Affairs - Ministry Headquarter 1,other,2022-08-23,FY2022,(no code),False,1,1,302400.0,False,False,False,False,0.0,
PUB000ETT22000106,Public Utilities Board,other,2022-08-24,FY2022,ETT,True,1,1,1.0,False,False,False,False,0.0,
MHA00003000014148,Ministry of Home Affairs - Ministry Headquarter 1,other,2022-08-24,FY2022,(no code),False,1,1,4100220.0,False,False,False,False,0.0,
HDB000ETT22000107,Housing and Development Board,construction,2022-08-24,FY2022,ETT,True,1,1,1040400.0,False,False,False,False,0.0,
HDB000ETT22000103,Housing and Development Board,other,2022-08-24,FY2022,ETT,True,1,1,4100.0,False,False,False,False,0.0,
MHA00003000014014,Ministry of Home Affairs - Ministry Headquarter 1,supplies,2022-08-24,FY2022,(no code),False,1,1,5255630.0,False,False,False,False,0.0,
NPB000ETT22000051,National Parks Board,other,2022-08-24,FY2022,ETT,True,1,1,50.32,False,False,False,False,0.0,
SPO000ETT22000037,Singapore Polytechnic,IT,2022-08-24,FY2022,ETT,True,1,1,329750.0,False,False,False,False,0.0,
NST000ETT22000038,"Agency for Science, Technology and Research",IT,2022-08-24,FY2022,ETT,True,1,1,449500.0,False,False,False,False,0.0,
CDVHQ0ETT21000038,Ministry of Social and Family Development - Ministry Headquarter,IT,2022-08-24,FY2022,ETT,True,1,1,5398424.04,False,False,False,False,0.0,
